,sp_codes,sp_names,bacdive_code,tax_id,oxygen_fusion,oxygen_gold,merge_oxygen,habitat,temp_range_deduced,temp_def,temp_type_def,continent_def,habMix,oxySimpl,life_domain,clades
2676,btf,Bacillus thuringiensis serovar finitimus YBT-020,1006.0,930170,,Facultative,Facultative,,mesophilic,30.0,growth,,,Facultative,Bacteria,Bacilli
2677,btm,Bacillus thuringiensis MC28,1006.0,1195464,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2678,btg,Bacillus thuringiensis Bt407,1006.0,527021,,Facultative,Facultative,,mesophilic,30.0,growth,,,Facultative,Bacteria,Bacilli
2679,bti,Bacillus thuringiensis HD-771,1006.0,1218175,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2680,btn,Bacillus thuringiensis HD-789,1006.0,1217737,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2681,btht,Bacillus thuringiensis serovar thuringiensis IS5056,1006.0,1286404,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2682,bthu,Bacillus thuringiensis YBT-1518,1006.0,529122,,Facultative,Facultative,,mesophilic,30.0,growth,,,Facultative,Bacteria,Bacilli
2683,btw,Bacillus thuringiensis HD1011,1006.0,1428,,Microaerophilic,Microaerophilic,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2684,bthy,Bacillus thuringiensis YWC2-8,1006.0,1428,,Microaerophilic,Microaerophilic,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2685,bwe,Bacillus mycoides KBAB4,,315730,Facultative,Facultative,Facultative,Soil,,,,,Environment,Facultative,Bacteria,Bacilli
2686,bww,Bacillus mycoides WSBC 10204,,1405,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Bacilli
2687,bmyo,Bacillus mycoides ATCC 6462,,1405,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Bacilli
2688,bty,Bacillus toyonensis,,1415784,,,,,,,,,,,Bacteria,Bacilli
2689,bmyc,Bacillus pseudomycoides 219298,1151.0,64104,,Aerobe,Aerobe,,mesophilic,28.0,optimum,Europe,,Aerobe,Bacteria,Bacilli
2690,bby,Bacillus bombysepticus,,1330043,,,,,,,,,,,Bacteria,Bacilli
2691,bwd,Bacillus wiedmannii,133012.0,2494319,,,,,mesophilic,30.0,optimum,North America,,,Bacteria,Bacilli
2692,bcl,Bacillus clausii,1127.0,66692,Aerobe,,Aerobe,Soil,mesophilic,30.0,growth,Europe,Environment,Aerobe,Bacteria,Bacilli
2693,bpu,Bacillus pumilus SAFR-032,756.0,315750,Aerobe,Aerobe,Aerobe,Soil,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,Bacilli
2694,bpum,Bacillus pumilus MTCC B6033,756.0,1408,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2695,bpus,Bacillus pumilus SH-B9,756.0,1408,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2696,bpf,Bacillus pseudofirmus,1109.0,398511,Facultative,Facultative,Facultative,Soil,mesophilic,30.0,growth,Europe,Environment,Facultative,Bacteria,Bacilli
2697,bmq,Bacillus megaterium QM B1551,733.0,545693,Aerobe,Aerobe,Aerobe,Soil,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,Bacilli
2698,bmd,Bacillus megaterium DSM 319,733.0,592022,Facultative,Facultative,Facultative,Soil,mesophilic,30.0,growth,,Environment,Facultative,Bacteria,Bacilli
2699,bmh,Bacillus megaterium WSH-002,733.0,1006007,,Facultative,Facultative,,mesophilic,30.0,growth,,,Facultative,Bacteria,Bacilli
2700,bmeg,Bacillus megaterium NBRC 15308 = ATCC 14581,733.0,1348623,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2701,bco,Bacillus cellulosilyticus,1242.0,649639,Facultative,Facultative,Facultative,Soil,mesophilic,37.0,optimum,,Environment,Facultative,Bacteria,Bacilli
2702,bck,Bacillus coagulans 2-6,654.0,941639,Facultative,Facultative,Facultative,Soil,mesophilic,38.0,growth,,Environment,Facultative,Bacteria,Bacilli
2703,bag,Bacillus coagulans 36D1,654.0,345219,Facultative,Facultative,Facultative,Soil,mesophilic,38.0,growth,,Environment,Facultative,Bacteria,Bacilli
2704,bcoa,Bacillus coagulans DSM 1 = ATCC 7050,654.0,1121088,,Facultative,Facultative,,mesophilic,38.0,growth,,,Facultative,Bacteria,Bacilli
2705,bjs,Bacillus sp. JS,,1127744,,,,,,,,,,,Bacteria,Bacilli
2706,baci,Bacillus sp. 1NLA3E,,666686,,,,,,,,,,,Bacteria,Bacilli
2707,bif,Bacillus infantis,1265.0,1367477,,,,,mesophilic,34.666666666666664,growth,Asia,,,Bacteria,Bacilli
2708,ble,Bacillus lehensis,1273.0,1246626,,Aerobe,Aerobe,,psychrophilic,25.0,optimum,Asia,,Aerobe,Bacteria,Bacilli
2709,bmet,Bacillus methanolicus,1231.0,796606,,Aerobe,Aerobe,,thermophilic,45.0,growth,,,Aerobe,Bacteria,Bacilli
2710,gst,Bacillus sp. X1(2014),,1565991,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,Bacilli
2711,bacw,Bacillus sp. WP8,,756828,,,,,,,,,,,Bacteria,Bacilli
2712,bacp,Bacillus sp. Pc3,,1446792,,,,,,,,,,,Bacteria,Bacilli
2713,bacb,Bacillus sp. BH072,,1570330,,,,,,,,,,,Bacteria,Bacilli
2714,baco,Bacillus sp. OxB-1,,98228,,,,,,,,,,,Bacteria,Bacilli
2715,bacy,Bacillus sp. YP1,,1574141,,,,,,,,,,,Bacteria,Bacilli
2716,bacl,Bacillus sp. BS34A,,1806506,,,,,,,,,,,Bacteria,Bacilli
2717,balm,Bacillus sp. LM 4-2,,1628753,,,,,,,,,,,Bacteria,Bacilli
2718,beo,Bacillus filamentosus,130197.0,1402861,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Bacilli
2719,bsm,Bacillus smithii,815.0,1479,,,,,thermophilic,55.33333333333334,growth,,,,Bacteria,Bacilli
2720,bsj,Bacillus simplex,790.0,1478,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2721,bon,Bacillus oceanisediminis,1303.0,1196031,,,,,mesophilic,37.0,optimum,Asia,,,Bacteria,Bacilli
2722,bgy,Bacillus glycinifermentans,,1664069,,,,,,,,,,,Bacteria,Bacilli
2723,bfx,Bacillus flexus,678.0,86664,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2724,bgi,Bacillus gibsonii,1135.0,79881,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2725,bwh,Bacillus weihaiensis,,1547283,,,,,,,,,,,Bacteria,Bacilli
2726,bxi,Bacillus xiamenensis,130192.0,1178537,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Bacilli
2727,bhk,Bacillus horikoshii,1142.0,79883,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2728,bkw,Bacillus krulwichiae,1252.0,199441,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Bacilli
2729,bbev,Bacillus beveridgei,1295.0,632773,,,,,mesophilic,30.0,growth,North America,,,Bacteria,Bacilli
2730,bko,Bacillus kochii,1318.0,859143,,,,,mesophilic,30.0,optimum,Europe,,,Bacteria,Bacilli
2731,balt,Bacillus altitudinis,1263.0,293387,,Aerobe,Aerobe,,psychrophilic,25.0,growth,Asia,,Aerobe,Bacteria,Bacilli
2732,bacs,Bacillus sp. SDLI1,,1774743,,,,,,,,,,,Bacteria,Bacilli
2733,bmur,Bacillus muralis,1227.0,264697,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Bacilli
2734,bsaf,Bacillus safensis,1264.0,561879,,Aerobe,Aerobe,,mesophilic,30.0,growth,North America,,Aerobe,Bacteria,Bacilli
2735,bit,Bacillus intestinalis,,1963032,,,,,,,,,,,Bacteria,Bacilli
2736,bacq,Bacillus sp. Y1,,352858,,,,,,,,,,,Bacteria,Bacilli
2737,oih,Oceanobacillus iheyensis,1372.0,221109,Aerobe,Aerobe,Aerobe,Soil,mesophilic,29.0,growth,Asia,Environment,Aerobe,Bacteria,Bacilli
2738,ocn,Oceanobacillus sp. 160,,2052660,,,,,,,,,,,Bacteria,Bacilli
2739,gka,Geobacillus kaustophilus,1437.0,235909,Aerobe,Aerobe,Aerobe,Marine,thermophilic,60.0,optimum,,Environment,Aerobe,Bacteria,Bacilli
2740,gte,Geobacillus thermoleovorans CCB_US3_UF5,1433.0,1111068,,,,,thermophilic,60.0,optimum,North America,,,Bacteria,Bacilli
2741,gtk,Geobacillus thermoleovorans KCTC 3570,1433.0,33941,,,,,thermophilic,60.0,optimum,North America,,,Bacteria,Bacilli
2742,gtm,Geobacillus thermocatenulatus,1422.0,33938,,,,,thermophilic,60.0,optimum,,,,Bacteria,Bacilli
2743,gli,Geobacillus lituanicus,1450.0,169283,,,,,thermophilic,57.5,optimum,Europe,,,Bacteria,Bacilli
2744,gtn,Geobacillus thermodenitrificans,,420246,Facultative,Facultative,Facultative,Fresh water,,,,,Environment,Facultative,Bacteria,Bacilli
2745,gwc,Geobacillus sp. WCH70,,471223,Facultative,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2746,gyc,Geobacillus sp. Y412MC61,,544556,Facultative,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2747,gya,Geobacillus sp. Y412MC52,,550542,Facultative,Facultative,Facultative,Fresh water,,,,,Environment,Facultative,Bacteria,Bacilli
2748,gct,Geobacillus sp. C56-T3,,691437,Facultative,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2749,gmc,Geobacillus sp. Y4.1MC1,,581103,Facultative,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2750,ggh,Geobacillus sp. GHH01,,1233873,,Microaerophilic,Microaerophilic,,,,,,,,Bacteria,Bacilli
2751,gjf,Geobacillus genomosp. 3,,1921421,,,,,,,,,,,Bacteria,Bacilli
2752,gea,Geobacillus sp. 12AMOR1,,1629723,,,,,,,,,,,Bacteria,Bacilli
2753,gel,Geobacillus sp. LC300,,1519377,,,,,,,,,,,Bacteria,Bacilli
2754,gse,Geobacillus stearothermophilus,1419.0,272567,,Facultative,Facultative,,thermophilic,55.0,growth,,,Facultative,Bacteria,Bacilli
2755,gsr,Geobacillus subterraneus,,129338,,,,,,,,,,,Bacteria,Bacilli
2756,gej,Geobacillus sp. JS12,,1813182,,,,,,,,,,,Bacteria,Bacilli
2757,gth,Parageobacillus thermoglucosidasius C56-YS93,1430.0,634956,Facultative,Facultative,Facultative,,thermophilic,50.0,optimum,Asia,,Facultative,Bacteria,Bacilli
2758,ptl,Parageobacillus thermoglucosidasius DSM 2542,1430.0,1426,,Facultative,Facultative,,thermophilic,50.0,optimum,Asia,,Facultative,Bacteria,Bacilli
2759,afl,Anoxybacillus flavithermus,,491915,Facultative,Facultative,Facultative,Fresh water,,,,,Environment,Facultative,Bacteria,Bacilli
2760,agn,Anoxybacillus gonensis,,198467,,,,,,,,,,,Bacteria,Bacilli
2761,anm,Anoxybacillus sp. B2M1,,1490052,,,,,,,,,,,Bacteria,Bacilli
2762,aamy,Anoxybacillus amylolyticus,560.0,294699,,,,,thermophilic,60.0,growth,Australia and Oceania,,,Bacteria,Bacilli
2763,anl,Anoxybacillus sp. B7M1,,1490057,,,,,,,,,,,Bacteria,Bacilli
2764,axl,Amphibacillus xylanus,1403.0,698758,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,Bacilli
2765,lsp,Lysinibacillus sphaericus,1532.0,444177,Aerobe,Aerobe,Aerobe,Host-Soil,mesophilic,30.0,growth,,Mixed,Aerobe,Bacteria,Bacilli
2766,lgy,Lysinibacillus varians,,1145276,,,,,,,,,,,Bacteria,Bacilli
2767,lfu,Lysinibacillus fusiformis,1521.0,28031,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2768,lys,Lysinibacillus sp. YS11,,2072025,,,,,,,,,,,Bacteria,Bacilli
2769,lyb,Lysinibacillus sp. B2A1,,2081964,,,,,,,,,,,Bacteria,Bacilli
2770,lyz,Lysinibacillus sp. 2017,,2169540,,,,,,,,,,,Bacteria,Bacilli
2771,lyg,Lysinibacillus sp. SGAir0095,,2070463,,,,,,,,,,,Bacteria,Bacilli
2772,hhd,Halobacillus halophilus,1327.0,866895,,Anaerobe,Anaerobe,,mesophilic,30.0,growth,Europe,,Anaerobe,Bacteria,Bacilli
2773,hmn,Halobacillus mangrovi,1353.0,402384,,,,,mesophilic,34.0,optimum,Europe,,,Bacteria,Bacilli
2774,hli,Halobacillus litoralis,1343.0,45668,,,,,mesophilic,35.0,optimum,North America,,,Bacteria,Bacilli
2775,tap,Terribacillus goriensis,1517.0,386490,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,Bacilli
2776,vir,Virgibacillus sp. SK37,,403957,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Bacilli
2777,vhl,Virgibacillus halodenitrificans,1475.0,1482,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Bacilli
2778,vig,Virgibacillus sp. 6R,,1911587,,,,,,,,,,,Bacteria,Bacilli
2779,vil,Virgibacillus phasianinus,,2017483,,,,,,,,,,,Bacteria,Bacilli
2780,vne,Virgibacillus necropolis,1481.0,163877,,,,,mesophilic,30.0,optimum,Europe,,,Bacteria,Bacilli
2781,vpn,Virgibacillus dokdonensis,1484.0,302167,,,,,mesophilic,37.0,optimum,Asia,,,Bacteria,Bacilli
2782,lao,Lentibacillus amyloliquefaciens,,1472767,,,,,,,,,,,Bacteria,Bacilli
2783,fpn,Fictibacillus phosphorivorans,23766.0,1221500,,,,,mesophilic,29.0,optimum,Europe,,,Bacteria,Bacilli
2784,far,Fictibacillus arsenicus,1237.0,255247,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,Bacilli
2785,sje,Salimicrobium jeotgali,140081.0,1230341,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,Bacilli
2786,apak,Aeribacillus pallidus,1560.0,33936,,,,,thermophilic,60.0,growth,Europe,,,Bacteria,Bacilli
2787,aqt,Aquibacillus sp. TKL69,,2594883,,,,,,,,,,,Bacteria,Bacilli
2791,stea,Sporolactobacillus terrae,14399.0,269673,,,,,mesophilic,32.333333333333336,growth,,,,Bacteria,Bacilli
2792,bse,Bacillus selenitireducens,1211.0,439292,Facultative,Facultative,Facultative,Fresh water,mesophilic,26.0,growth,North America,Environment,Facultative,Bacteria,Bacilli
2793,sau,Staphylococcus aureus subsp. aureus N315 (MRSA/VSSA),14487.0,158879,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2794,sav,Staphylococcus aureus subsp. aureus Mu50 (MRSA/VISA),14487.0,158878,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2795,saw,Staphylococcus aureus subsp. aureus Mu3 (MRSA/hetero-VISA),14487.0,418127,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2796,sah,Staphylococcus aureus subsp. aureus JH1 (MRSA/VSSA),14487.0,359787,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2797,saj,Staphylococcus aureus subsp. aureus JH9 (MRSA/VISA),14487.0,359786,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2798,sam,Staphylococcus aureus subsp. aureus MW2 (CA-MRSA),14487.0,196620,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2799,sas,Staphylococcus aureus subsp. aureus MSSA476 (MSSA),14487.0,282459,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2800,sar,Staphylococcus aureus subsp. aureus MRSA252 (MRSA),14487.0,282458,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2801,sac,Staphylococcus aureus subsp. aureus COL (MRSA),14487.0,93062,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2802,sax,Staphylococcus aureus subsp. aureus USA300_TCH1516 (CA-MRSA),14487.0,451516,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2803,saa,Staphylococcus aureus subsp. aureus USA300_FPR3757 (CA-MRSA),14487.0,451515,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2804,sao,Staphylococcus aureus subsp. aureus NCTC8325,14487.0,93061,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2805,sae,Staphylococcus aureus subsp. aureus Newman,14487.0,426430,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2806,sad,Staphylococcus aureus subsp. aureus ED98,14487.0,681288,Facultative,Facultative,Facultative,Host,mesophilic,33.5,growth,,Symbiont,Facultative,Bacteria,Bacilli
2807,suu,Staphylococcus aureus subsp. aureus M013 (CA-MRSA),14487.0,1118959,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2808,suv,Staphylococcus aureus subsp. aureus VC40,14487.0,1028799,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2809,sue,Staphylococcus aureus subsp. aureus ED133,14487.0,685039,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2810,suj,Staphylococcus aureus subsp. aureus JKD6159 (CA-MRSA),14487.0,869816,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2811,suk,Staphylococcus aureus subsp. aureus JKD6008 (MRSA/VISA),14487.0,546342,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2812,suc,Staphylococcus aureus subsp. aureus ECT-R 2,14487.0,889933,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2813,sut,Staphylococcus aureus subsp. aureus T0131 (MRSA),14487.0,1006543,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2814,suq,Staphylococcus aureus subsp. aureus TCH60,14487.0,548473,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2815,suz,Staphylococcus aureus subsp. aureus 11819-97 (CA-MRSA),14487.0,1123523,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2816,sud,Staphylococcus aureus subsp. aureus 71193 (MSSA),14487.0,1155084,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2817,sux,Staphylococcus aureus subsp. aureus HO 5096 0412 (MRSA),14487.0,1074252,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2818,suw,Staphylococcus aureus subsp. aureus TW20 (MRSA),14487.0,663951,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2819,sug,Staphylococcus aureus subsp. aureus ST398 (MRSA),14487.0,523796,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2820,suf,Staphylococcus aureus subsp. aureus LGA251 (MRSA),14487.0,985006,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2821,saua,Staphylococcus aureus subsp. aureus 55/2053,14487.0,585143,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2822,saue,Staphylococcus aureus subsp. aureus 6850 (MSSA),14487.0,1392476,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2823,saun,Staphylococcus aureus subsp. aureus CN1 (CA-MRSA),14487.0,1193576,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2824,saus,Staphylococcus aureus subsp. aureus SA40 (CA-MRSA),14487.0,1194085,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2825,sauu,Staphylococcus aureus subsp. aureus SA957 (CA-MRSA),14487.0,1201010,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2826,saug,Staphylococcus aureus subsp. aureus SA268 (CA-MRSA),14487.0,1368166,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2827,sauz,Staphylococcus aureus subsp. aureus Z172 (MRSA/VISA),14487.0,1406863,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2828,saut,Staphylococcus aureus subsp. aureus ST228/10388 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2829,sauj,Staphylococcus aureus subsp. aureus ST228/10497 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2830,sauk,Staphylococcus aureus subsp. aureus ST228/15532 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2831,sauq,Staphylococcus aureus subsp. aureus ST228/16035 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2832,sauv,Staphylococcus aureus subsp. aureus ST228/18412 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2833,sauw,Staphylococcus aureus subsp. aureus ST228/16125 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2834,saux,Staphylococcus aureus subsp. aureus ST228/18341 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2835,sauy,Staphylococcus aureus subsp. aureus ST228/18583 (MRSA),14487.0,1074919,,,,,mesophilic,33.5,growth,,,,Bacteria,Bacilli
2836,sauf,Staphylococcus aureus subsp. aureus FDAARGOS_5,14487.0,46170,,Facultative,Facultative,,mesophilic,33.5,growth,,,Facultative,Bacteria,Bacilli
2837,sab,Staphylococcus aureus RF122,,273036,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Bacilli
2838,suy,Staphylococcus aureus 04-02981 (MRSA),,703339,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2839,saub,Staphylococcus aureus 08BA02176 (LA-MRSA),,1229492,,,,,,,,,,,Bacteria,Bacilli
2840,saum,Staphylococcus aureus M1 (MRSA),,1305598,,,,,,,,,,,Bacteria,Bacilli
2841,sauc,Staphylococcus aureus CA-347 (MRSA),,1323661,,,,,,,,,,,Bacteria,Bacilli
2842,saur,Staphylococcus aureus Bmb9393 (MRSA),,1321369,,,,,,,,,,,Bacteria,Bacilli
2843,saui,Staphylococcus aureus USA300-ISMMS1 (MRSA),,1458279,,,,,,,,,,,Bacteria,Bacilli
2844,saud,Staphylococcus aureus 502A,,1280,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2845,sams,Staphylococcus aureus MS4,,1280,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2846,suh,Staphylococcus argenteus,130706.0,985002,,,,,mesophilic,37.0,growth,Australia and Oceania,,,Bacteria,Bacilli
2847,sep,Staphylococcus epidermidis ATCC 12228,14529.0,176280,Facultative,Facultative,Facultative,Host,mesophilic,37.0,growth,,Symbiont,Facultative,Bacteria,Bacilli
2848,ser,Staphylococcus epidermidis RP62A (MRSE),14529.0,176279,Facultative,Facultative,Facultative,Host,mesophilic,37.0,growth,,Symbiont,Facultative,Bacteria,Bacilli
2849,sepp,Staphylococcus epidermidis PM221,14529.0,1449752,,,,,mesophilic,37.0,growth,,,,Bacteria,Bacilli
2850,seps,Staphylococcus epidermidis SEI,14529.0,1282,,Facultative,Facultative,,mesophilic,37.0,growth,,,Facultative,Bacteria,Bacilli
2851,sha,Staphylococcus haemolyticus JCSC1435,14544.0,279808,Facultative,Facultative,Facultative,Human,mesophilic,37.0,growth,North America,Symbiont,Facultative,Bacteria,Bacilli
2852,shh,Staphylococcus haemolyticus Sh29/312/L2,14544.0,1283,,,,,mesophilic,37.0,growth,North America,,,Bacteria,Bacilli
2853,ssp,Staphylococcus saprophyticus,14625.0,342451,Aerobe,Aerobe,Aerobe,Human,mesophilic,33.5,growth,,Symbiont,Aerobe,Bacteria,Bacilli
2854,sca,Staphylococcus carnosus,14516.0,396513,Facultative,Facultative,Facultative,,mesophilic,37.0,growth,,,Facultative,Bacteria,Bacilli
2855,slg,Staphylococcus lugdunensis HKU09-01,14562.0,698737,Facultative,Facultative,Facultative,Human,mesophilic,37.0,growth,Europe,Symbiont,Facultative,Bacteria,Bacilli
2856,sln,Staphylococcus lugdunensis N920143,14562.0,1034809,,Facultative,Facultative,,mesophilic,37.0,growth,Europe,,Facultative,Bacteria,Bacilli
2857,ssd,Staphylococcus pseudintermedius HKU10-03,14670.0,937773,Aerobe,Aerobe,Aerobe,Host,mesophilic,33.5,growth,Europe,Symbiont,Aerobe,Bacteria,Bacilli
2858,sdt,Staphylococcus pseudintermedius ED99,14670.0,984892,,Aerobe,Aerobe,,mesophilic,33.5,growth,Europe,,Aerobe,Bacteria,Bacilli
2859,swa,Staphylococcus warneri,14587.0,1194526,,,,,mesophilic,37.0,growth,North America,,,Bacteria,Bacilli
2860,spas,Staphylococcus pasteuri,14617.0,1276282,,,,,mesophilic,37.0,growth,Europe,,,Bacteria,Bacilli
2861,sxy,Staphylococcus xylosus HKUOPL8,14599.0,1288,,Aerobe,Aerobe,,mesophilic,37.0,growth,,,Aerobe,Bacteria,Bacilli
2862,sxl,Staphylococcus xylosus SMQ-121,14599.0,1288,,Aerobe,Aerobe,,mesophilic,37.0,growth,,,Aerobe,Bacteria,Bacilli
2863,sxo,Staphylococcus xylosus C2a,14599.0,1288,,Aerobe,Aerobe,,mesophilic,37.0,growth,,,Aerobe,Bacteria,Bacilli
2864,shu,Staphylococcus hyicus,14554.0,1284,,,,,mesophilic,37.0,growth,,,,Bacteria,Bacilli
2865,scap,Staphylococcus capitis,14506.0,72758,,,,,mesophilic,37.0,growth,,,,Bacteria,Bacilli
2866,ssch,Staphylococcus schleiferi 1360-13,,1295,,,,,,,,,,,Bacteria,Bacilli
2867,sscz,Staphylococcus schleiferi 2317-03,,1295,,,,,,,,,,,Bacteria,Bacilli
2868,sagq,Staphylococcus agnetis,14677.0,985762,,,,,mesophilic,30.0,optimum,Europe,,,Bacteria,Bacilli
2869,seqo,Staphylococcus equorum,14662.0,246432,,,,,mesophilic,37.0,growth,Europe,,,Bacteria,Bacilli
2870,ssif,Staphylococcus simulans,14572.0,1286,,,,,mesophilic,37.0,growth,,,,Bacteria,Bacilli
2871,scv,Staphylococcus condimenti,14632.0,70255,,,,,mesophilic,34.666666666666664,growth,Asia,,,Bacteria,Bacilli
